MTU,Out Area,In Area,Physical Flow (MW)
17/03/2024 20:00:00 - 17/03/2024 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
17/03/2024 21:00:00 - 17/03/2024 22:00:00,BZN|FR,BZN|GB(IFA2),980.25
17/03/2024 21:00:00 - 17/03/2024 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
17/03/2024 22:00:00 - 17/03/2024 23:00:00,BZN|FR,BZN|GB(IFA2),974.00
17/03/2024 22:00:00 - 17/03/2024 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
17/03/2024 23:00:00 - 18/03/2024 00:00:00,BZN|FR,BZN|GB(IFA2),1017.25
17/03/2024 23:00:00 - 18/03/2024 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 00:00:00 - 18/03/2024 01:00:00,BZN|FR,BZN|GB(IFA2),1024.25
18/03/2024 00:00:00 - 18/03/2024 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 01:00:00 - 18/03/2024 02:00:00,BZN|FR,BZN|GB(IFA2),1024.50
18/03/2024 01:00:00 - 18/03/2024 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 02:00:00 - 18/03/2024 03:00:00,BZN|FR,BZN|GB(IFA2),1024.25
18/03/2024 02:00:00 - 18/03/2024 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 03:00:00 - 18/03/2024 04:00:00,BZN|FR,BZN|GB(IFA2),936.25
18/03/2024 03:00:00 - 18/03/2024 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 04:00:00 - 18/03/2024 05:00:00,BZN|FR,BZN|GB(IFA2),971.00
18/03/2024 04:00:00 - 18/03/2024 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 05:00:00 - 18/03/2024 06:00:00,BZN|FR,BZN|GB(IFA2),847.50
18/03/2024 05:00:00 - 18/03/2024 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 06:00:00 - 18/03/2024 07:00:00,BZN|FR,BZN|GB(IFA2),641.25
18/03/2024 06:00:00 - 18/03/2024 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 07:00:00 - 18/03/2024 08:00:00,BZN|FR,BZN|GB(IFA2),951.00
18/03/2024 07:00:00 - 18/03/2024 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 08:00:00 - 18/03/2024 09:00:00,BZN|FR,BZN|GB(IFA2),1020.75
18/03/2024 08:00:00 - 18/03/2024 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 09:00:00 - 18/03/2024 10:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 09:00:00 - 18/03/2024 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 10:00:00 - 18/03/2024 11:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 10:00:00 - 18/03/2024 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 11:00:00 - 18/03/2024 12:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 11:00:00 - 18/03/2024 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 12:00:00 - 18/03/2024 13:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 12:00:00 - 18/03/2024 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 13:00:00 - 18/03/2024 14:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 13:00:00 - 18/03/2024 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 14:00:00 - 18/03/2024 15:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 14:00:00 - 18/03/2024 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 15:00:00 - 18/03/2024 16:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 15:00:00 - 18/03/2024 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 16:00:00 - 18/03/2024 17:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 16:00:00 - 18/03/2024 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 17:00:00 - 18/03/2024 18:00:00,BZN|FR,BZN|GB(IFA2),1024.00
18/03/2024 17:00:00 - 18/03/2024 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 18:00:00 - 18/03/2024 19:00:00,BZN|FR,BZN|GB(IFA2),343.75
18/03/2024 18:00:00 - 18/03/2024 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 19:00:00 - 18/03/2024 20:00:00,BZN|FR,BZN|GB(IFA2),49.25
18/03/2024 19:00:00 - 18/03/2024 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 20:00:00 - 18/03/2024 21:00:00,BZN|FR,BZN|GB(IFA2),145.50
18/03/2024 20:00:00 - 18/03/2024 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 21:00:00 - 18/03/2024 22:00:00,BZN|FR,BZN|GB(IFA2),344.50
18/03/2024 21:00:00 - 18/03/2024 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 22:00:00 - 18/03/2024 23:00:00,BZN|FR,BZN|GB(IFA2),44.50
18/03/2024 22:00:00 - 18/03/2024 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
18/03/2024 23:00:00 - 19/03/2024 00:00:00,BZN|FR,BZN|GB(IFA2),0.00
18/03/2024 23:00:00 - 19/03/2024 00:00:00,BZN|GB(IFA2),BZN|FR,403.75
19/03/2024 00:00:00 - 19/03/2024 01:00:00,BZN|FR,BZN|GB(IFA2),0.00
19/03/2024 00:00:00 - 19/03/2024 01:00:00,BZN|GB(IFA2),BZN|FR,228.00
19/03/2024 01:00:00 - 19/03/2024 02:00:00,BZN|FR,BZN|GB(IFA2),116.00
19/03/2024 01:00:00 - 19/03/2024 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 02:00:00 - 19/03/2024 03:00:00,BZN|FR,BZN|GB(IFA2),558.75
19/03/2024 02:00:00 - 19/03/2024 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 03:00:00 - 19/03/2024 04:00:00,BZN|FR,BZN|GB(IFA2),636.25
19/03/2024 03:00:00 - 19/03/2024 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 04:00:00 - 19/03/2024 05:00:00,BZN|FR,BZN|GB(IFA2),293.00
19/03/2024 04:00:00 - 19/03/2024 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 05:00:00 - 19/03/2024 06:00:00,BZN|FR,BZN|GB(IFA2),156.00
19/03/2024 05:00:00 - 19/03/2024 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 06:00:00 - 19/03/2024 07:00:00,BZN|FR,BZN|GB(IFA2),196.75
19/03/2024 06:00:00 - 19/03/2024 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 07:00:00 - 19/03/2024 08:00:00,BZN|FR,BZN|GB(IFA2),639.75
19/03/2024 07:00:00 - 19/03/2024 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 08:00:00 - 19/03/2024 09:00:00,BZN|FR,BZN|GB(IFA2),981.75
19/03/2024 08:00:00 - 19/03/2024 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 09:00:00 - 19/03/2024 10:00:00,BZN|FR,BZN|GB(IFA2),1023.50
19/03/2024 09:00:00 - 19/03/2024 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 10:00:00 - 19/03/2024 11:00:00,BZN|FR,BZN|GB(IFA2),1024.00
19/03/2024 10:00:00 - 19/03/2024 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 11:00:00 - 19/03/2024 12:00:00,BZN|FR,BZN|GB(IFA2),1024.00
19/03/2024 11:00:00 - 19/03/2024 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 12:00:00 - 19/03/2024 13:00:00,BZN|FR,BZN|GB(IFA2),1024.00
19/03/2024 12:00:00 - 19/03/2024 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 13:00:00 - 19/03/2024 14:00:00,BZN|FR,BZN|GB(IFA2),1024.00
19/03/2024 13:00:00 - 19/03/2024 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 14:00:00 - 19/03/2024 15:00:00,BZN|FR,BZN|GB(IFA2),1024.00
19/03/2024 14:00:00 - 19/03/2024 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 15:00:00 - 19/03/2024 16:00:00,BZN|FR,BZN|GB(IFA2),1024.25
19/03/2024 15:00:00 - 19/03/2024 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 16:00:00 - 19/03/2024 17:00:00,BZN|FR,BZN|GB(IFA2),1024.00
19/03/2024 16:00:00 - 19/03/2024 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 17:00:00 - 19/03/2024 18:00:00,BZN|FR,BZN|GB(IFA2),1024.00
19/03/2024 17:00:00 - 19/03/2024 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 18:00:00 - 19/03/2024 19:00:00,BZN|FR,BZN|GB(IFA2),979.75
19/03/2024 18:00:00 - 19/03/2024 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 19:00:00 - 19/03/2024 20:00:00,BZN|FR,BZN|GB(IFA2),1014.50
19/03/2024 19:00:00 - 19/03/2024 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 20:00:00 - 19/03/2024 21:00:00,BZN|FR,BZN|GB(IFA2),1023.50
19/03/2024 20:00:00 - 19/03/2024 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 21:00:00 - 19/03/2024 22:00:00,BZN|FR,BZN|GB(IFA2),944.25
19/03/2024 21:00:00 - 19/03/2024 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 22:00:00 - 19/03/2024 23:00:00,BZN|FR,BZN|GB(IFA2),1012.25
19/03/2024 22:00:00 - 19/03/2024 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
19/03/2024 23:00:00 - 20/03/2024 00:00:00,BZN|FR,BZN|GB(IFA2),1020.75
19/03/2024 23:00:00 - 20/03/2024 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 00:00:00 - 20/03/2024 01:00:00,BZN|FR,BZN|GB(IFA2),1023.50
20/03/2024 00:00:00 - 20/03/2024 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 01:00:00 - 20/03/2024 02:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 01:00:00 - 20/03/2024 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 02:00:00 - 20/03/2024 03:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 02:00:00 - 20/03/2024 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 03:00:00 - 20/03/2024 04:00:00,BZN|FR,BZN|GB(IFA2),1024.25
20/03/2024 03:00:00 - 20/03/2024 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 04:00:00 - 20/03/2024 05:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 04:00:00 - 20/03/2024 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 05:00:00 - 20/03/2024 06:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 05:00:00 - 20/03/2024 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 06:00:00 - 20/03/2024 07:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 06:00:00 - 20/03/2024 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 07:00:00 - 20/03/2024 08:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 07:00:00 - 20/03/2024 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 08:00:00 - 20/03/2024 09:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 08:00:00 - 20/03/2024 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 09:00:00 - 20/03/2024 10:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 09:00:00 - 20/03/2024 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 10:00:00 - 20/03/2024 11:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 10:00:00 - 20/03/2024 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 11:00:00 - 20/03/2024 12:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 11:00:00 - 20/03/2024 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 12:00:00 - 20/03/2024 13:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 12:00:00 - 20/03/2024 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 13:00:00 - 20/03/2024 14:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 13:00:00 - 20/03/2024 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 14:00:00 - 20/03/2024 15:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 14:00:00 - 20/03/2024 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 15:00:00 - 20/03/2024 16:00:00,BZN|FR,BZN|GB(IFA2),1024.25
20/03/2024 15:00:00 - 20/03/2024 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 16:00:00 - 20/03/2024 17:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 16:00:00 - 20/03/2024 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 17:00:00 - 20/03/2024 18:00:00,BZN|FR,BZN|GB(IFA2),1024.25
20/03/2024 17:00:00 - 20/03/2024 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 18:00:00 - 20/03/2024 19:00:00,BZN|FR,BZN|GB(IFA2),997.00
20/03/2024 18:00:00 - 20/03/2024 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 19:00:00 - 20/03/2024 20:00:00,BZN|FR,BZN|GB(IFA2),1020.00
20/03/2024 19:00:00 - 20/03/2024 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 20:00:00 - 20/03/2024 21:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 20:00:00 - 20/03/2024 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 21:00:00 - 20/03/2024 22:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 21:00:00 - 20/03/2024 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 22:00:00 - 20/03/2024 23:00:00,BZN|FR,BZN|GB(IFA2),1024.00
20/03/2024 22:00:00 - 20/03/2024 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
20/03/2024 23:00:00 - 21/03/2024 00:00:00,BZN|FR,BZN|GB(IFA2),1024.25
20/03/2024 23:00:00 - 21/03/2024 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 00:00:00 - 21/03/2024 01:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 00:00:00 - 21/03/2024 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 01:00:00 - 21/03/2024 02:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 01:00:00 - 21/03/2024 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 02:00:00 - 21/03/2024 03:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 02:00:00 - 21/03/2024 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 03:00:00 - 21/03/2024 04:00:00,BZN|FR,BZN|GB(IFA2),1024.25
21/03/2024 03:00:00 - 21/03/2024 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 04:00:00 - 21/03/2024 05:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 04:00:00 - 21/03/2024 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 05:00:00 - 21/03/2024 06:00:00,BZN|FR,BZN|GB(IFA2),1024.25
21/03/2024 05:00:00 - 21/03/2024 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 06:00:00 - 21/03/2024 07:00:00,BZN|FR,BZN|GB(IFA2),1025.00
21/03/2024 06:00:00 - 21/03/2024 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 07:00:00 - 21/03/2024 08:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 07:00:00 - 21/03/2024 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 08:00:00 - 21/03/2024 09:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 08:00:00 - 21/03/2024 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 09:00:00 - 21/03/2024 10:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 09:00:00 - 21/03/2024 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 10:00:00 - 21/03/2024 11:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 10:00:00 - 21/03/2024 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 11:00:00 - 21/03/2024 12:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 11:00:00 - 21/03/2024 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 12:00:00 - 21/03/2024 13:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 12:00:00 - 21/03/2024 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 13:00:00 - 21/03/2024 14:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 13:00:00 - 21/03/2024 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 14:00:00 - 21/03/2024 15:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 14:00:00 - 21/03/2024 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 15:00:00 - 21/03/2024 16:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 15:00:00 - 21/03/2024 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 16:00:00 - 21/03/2024 17:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 16:00:00 - 21/03/2024 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 17:00:00 - 21/03/2024 18:00:00,BZN|FR,BZN|GB(IFA2),1024.00
21/03/2024 17:00:00 - 21/03/2024 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 18:00:00 - 21/03/2024 19:00:00,BZN|FR,BZN|GB(IFA2),748.75
21/03/2024 18:00:00 - 21/03/2024 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 19:00:00 - 21/03/2024 20:00:00,BZN|FR,BZN|GB(IFA2),749.50
21/03/2024 19:00:00 - 21/03/2024 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 20:00:00 - 21/03/2024 21:00:00,BZN|FR,BZN|GB(IFA2),989.50
21/03/2024 20:00:00 - 21/03/2024 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 21:00:00 - 21/03/2024 22:00:00,BZN|FR,BZN|GB(IFA2),913.50
21/03/2024 21:00:00 - 21/03/2024 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 22:00:00 - 21/03/2024 23:00:00,BZN|FR,BZN|GB(IFA2),788.75
21/03/2024 22:00:00 - 21/03/2024 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
21/03/2024 23:00:00 - 22/03/2024 00:00:00,BZN|FR,BZN|GB(IFA2),929.00
21/03/2024 23:00:00 - 22/03/2024 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 00:00:00 - 22/03/2024 01:00:00,BZN|FR,BZN|GB(IFA2),994.75
22/03/2024 00:00:00 - 22/03/2024 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 01:00:00 - 22/03/2024 02:00:00,BZN|FR,BZN|GB(IFA2),982.00
22/03/2024 01:00:00 - 22/03/2024 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 02:00:00 - 22/03/2024 03:00:00,BZN|FR,BZN|GB(IFA2),937.25
22/03/2024 02:00:00 - 22/03/2024 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 03:00:00 - 22/03/2024 04:00:00,BZN|FR,BZN|GB(IFA2),918.25
22/03/2024 03:00:00 - 22/03/2024 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 04:00:00 - 22/03/2024 05:00:00,BZN|FR,BZN|GB(IFA2),943.00
22/03/2024 04:00:00 - 22/03/2024 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 05:00:00 - 22/03/2024 06:00:00,BZN|FR,BZN|GB(IFA2),949.25
22/03/2024 05:00:00 - 22/03/2024 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 06:00:00 - 22/03/2024 07:00:00,BZN|FR,BZN|GB(IFA2),865.75
22/03/2024 06:00:00 - 22/03/2024 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 07:00:00 - 22/03/2024 08:00:00,BZN|FR,BZN|GB(IFA2),1001.00
22/03/2024 07:00:00 - 22/03/2024 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 08:00:00 - 22/03/2024 09:00:00,BZN|FR,BZN|GB(IFA2),1023.75
22/03/2024 08:00:00 - 22/03/2024 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 09:00:00 - 22/03/2024 10:00:00,BZN|FR,BZN|GB(IFA2),1024.00
22/03/2024 09:00:00 - 22/03/2024 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 10:00:00 - 22/03/2024 11:00:00,BZN|FR,BZN|GB(IFA2),1024.00
22/03/2024 10:00:00 - 22/03/2024 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 11:00:00 - 22/03/2024 12:00:00,BZN|FR,BZN|GB(IFA2),1024.00
22/03/2024 11:00:00 - 22/03/2024 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 12:00:00 - 22/03/2024 13:00:00,BZN|FR,BZN|GB(IFA2),1024.00
22/03/2024 12:00:00 - 22/03/2024 13:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 13:00:00 - 22/03/2024 14:00:00,BZN|FR,BZN|GB(IFA2),1024.00
22/03/2024 13:00:00 - 22/03/2024 14:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 14:00:00 - 22/03/2024 15:00:00,BZN|FR,BZN|GB(IFA2),1024.25
22/03/2024 14:00:00 - 22/03/2024 15:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 15:00:00 - 22/03/2024 16:00:00,BZN|FR,BZN|GB(IFA2),1024.25
22/03/2024 15:00:00 - 22/03/2024 16:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 16:00:00 - 22/03/2024 17:00:00,BZN|FR,BZN|GB(IFA2),1024.50
22/03/2024 16:00:00 - 22/03/2024 17:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 17:00:00 - 22/03/2024 18:00:00,BZN|FR,BZN|GB(IFA2),1024.25
22/03/2024 17:00:00 - 22/03/2024 18:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 18:00:00 - 22/03/2024 19:00:00,BZN|FR,BZN|GB(IFA2),1011.75
22/03/2024 18:00:00 - 22/03/2024 19:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 19:00:00 - 22/03/2024 20:00:00,BZN|FR,BZN|GB(IFA2),1022.00
22/03/2024 19:00:00 - 22/03/2024 20:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 20:00:00 - 22/03/2024 21:00:00,BZN|FR,BZN|GB(IFA2),1024.00
22/03/2024 20:00:00 - 22/03/2024 21:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 21:00:00 - 22/03/2024 22:00:00,BZN|FR,BZN|GB(IFA2),1024.25
22/03/2024 21:00:00 - 22/03/2024 22:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 22:00:00 - 22/03/2024 23:00:00,BZN|FR,BZN|GB(IFA2),1015.00
22/03/2024 22:00:00 - 22/03/2024 23:00:00,BZN|GB(IFA2),BZN|FR,0.00
22/03/2024 23:00:00 - 23/03/2024 00:00:00,BZN|FR,BZN|GB(IFA2),908.75
22/03/2024 23:00:00 - 23/03/2024 00:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 00:00:00 - 23/03/2024 01:00:00,BZN|FR,BZN|GB(IFA2),990.50
23/03/2024 00:00:00 - 23/03/2024 01:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 01:00:00 - 23/03/2024 02:00:00,BZN|FR,BZN|GB(IFA2),1018.75
23/03/2024 01:00:00 - 23/03/2024 02:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 02:00:00 - 23/03/2024 03:00:00,BZN|FR,BZN|GB(IFA2),768.00
23/03/2024 02:00:00 - 23/03/2024 03:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 03:00:00 - 23/03/2024 04:00:00,BZN|FR,BZN|GB(IFA2),634.00
23/03/2024 03:00:00 - 23/03/2024 04:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 04:00:00 - 23/03/2024 05:00:00,BZN|FR,BZN|GB(IFA2),120.25
23/03/2024 04:00:00 - 23/03/2024 05:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 05:00:00 - 23/03/2024 06:00:00,BZN|FR,BZN|GB(IFA2),155.50
23/03/2024 05:00:00 - 23/03/2024 06:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 06:00:00 - 23/03/2024 07:00:00,BZN|FR,BZN|GB(IFA2),495.50
23/03/2024 06:00:00 - 23/03/2024 07:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 07:00:00 - 23/03/2024 08:00:00,BZN|FR,BZN|GB(IFA2),581.75
23/03/2024 07:00:00 - 23/03/2024 08:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 08:00:00 - 23/03/2024 09:00:00,BZN|FR,BZN|GB(IFA2),627.75
23/03/2024 08:00:00 - 23/03/2024 09:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 09:00:00 - 23/03/2024 10:00:00,BZN|FR,BZN|GB(IFA2),803.00
23/03/2024 09:00:00 - 23/03/2024 10:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 10:00:00 - 23/03/2024 11:00:00,BZN|FR,BZN|GB(IFA2),703.75
23/03/2024 10:00:00 - 23/03/2024 11:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 11:00:00 - 23/03/2024 12:00:00,BZN|FR,BZN|GB(IFA2),793.25
23/03/2024 11:00:00 - 23/03/2024 12:00:00,BZN|GB(IFA2),BZN|FR,0.00
23/03/2024 12:00:00 - 23/03/2024 13:00:00,BZN|FR,BZN|GB(IFA2),471.50
